,name
40,一次通勤圏において高齢単身・夫婦世帯にとってアフォーダブルな住み替え先の供給が進む可能性
41,＊グリュナウ団地における団地棟の撤去計画と撤去事業との整合性に関する調査を一旧東ドイツのライプツィヒのプラッテンバウ団地を事例として一
42,オレゴン州ポートランド市の土地利用審査制度における住民参加プロセスに関わる住民組織の役割とを活動実態ーネイバーフッド・アソシエーションを事例として一
43,自治体レベルで行われる都市づくりの国際的な技術移転に関する研究を一横浜市による都市間協力事業にみられる実践上の課題一
44,＊台北市竜山寺地区における住民と地域の自立の関係性を実現するまちづくりを一社団法人台湾茫草心協会(HomelessTaiwan)の活動による効果に着目して一
45,スマートコミュニティ施策への参加が住民の環境配慮行動に与える影響を一けいはんな実証実験地区を対象として一
46,都市型再開発と連動したエネルギーシステム導入のあり方に関する研究をー東京都23区を対象として一
47,＊欧州における観光地域づくりを目的とする組織の活動内容の変遷とその特徴に関する考察
48,地方工業都市における高度経済成長期以降の工業立地と住宅地形成の関係
49,都市計画税の課税実態と人口減少期の都市計画事業を考慮した課税手法に関する研究
50,市街化調整区域と用途地域の擬似的手法としての特定用途制限地域の指定のあり方に関する研究
51,日仏の水害対策のための土地利用・建築規制を一滋賀県の流域治水条例とフランスのPPRNを事例として一
52,バンクーバー市都心部における容積移転制度を活用した開発手法とその運用を一既存の開発許可プロセスを通じた歴史的建造物容積バンクからのボーナス取得一
53,地区計画制度の成立経緯に関する研究
54,地区計画策定手続の意義と実態に関する研究を一地区計画創設時の経緯と意図及び全国自治体調査を通して一
55,歴史的建造物の保全活用を目的とした容積移転負担金制度の導入過程と活用実態をーニューヨーク市におけるミッドタウン特別地区シアター街区を対象として一
56,既存自治組織と併存するコミュニティ自治組織の運営実態に関する研究を一習志野市のコミュニティ政策を事例として一
57,市民主体のハード整備をともなう公共空間活用の課題と意義
58,まちづくりの主体としての大学と自治体との連携のあり方に関する検討をー大阪大学環境イノベーションデザインセンターと吹田市との連携に着目して一
59,＊市民ファンドの寄付プログラムの運営実態と類型化による傾向分析
60,円環内移動及び円環・円盤間移動の直線距離に関する解析的研究
61,道路斜線制限と天空率緩和がもたらす容積率と建築物高さへの影響
62,住戸数と世帯数に基づく空き家の詳細地域分布の把握手法
63,東京ベイゾーンヘのオリンピック観戦客の輸送を想定した直通バスの数理モデル
64,連続型の無制約型重カモデルの基礎理論
65,東京区部における建物指標と道路指標を考慮した市街地分類に関する研究
66,格子状交通ネットワークモデルにおける移動経路と流動交差量の分布について
67,シンガポールにおけるカジノ合法化検討過程に関する研究
68,地域遺産の選定と特徴に関する研究
69,広島市における夏季の気温・湿度分布推定および冷房負荷の分布特性に関する研究をーメソ気象モデルWRFを用いた検討一
70,＊保育施設による公園活用とパークマネジメントの可能性と課題についての一考察を一横浜市における都市公園内保育所等の設置に関する国家戦略特区を契機とした研究会活動を通して一
71,＊いわき市を対象とした東日本大震災前後の小中学生にみる遊びと公園利用の変化について
72,近代化産業遺産の集合的保存における「認定外遺産要素」の位置付けと価値を一足尾銅山関連遺産を代表事例として一
73,郊外間交通へのシェア型自動運転車の導入可能性ートリップの時空間特性・個人属性の観点から一
74,インドネシア地方中規模都市におけるアンコットの実走行燃料消費に関する研究
75,観光地における事前予約制駐車場利用に対する料金支払意思額の特性分析一高尾山地区における観光を地マネジメント構想をサポートする駐車場マネジメントシステムの実現に向けて一
76,事業説明会における応答が聞き手の評価に与える言語的影響の分析
77,タクシー運貨の割引率が高齢者の外出行動へ与える影響に関する研究を一秋田交通圏のタクシー利用者を対象として一
78,包絡分析法を用いた地域公共交通需要の顕在化率に関する動的評価
79,多目的最適化に基づく歩行者の活動ネットワークデザイン
80,利用実態と住民意識からみた住民主体の地域公共交通が果たす役割を一高齢者の活動しやすさに制約のある地域に着目して一
81,通学利用の確保に資する効果的なモビリティ・マネジメントの実施に関する研究を一高校生を対象とした弘南鉄道大鰐線における利用促進方策を事例として一
82,大都市圏向け統合モビリティサービスMetro-Maasの提案と需要評価をー自動運転車によるオンデマンドバスと既存公共交通の将来的な統合を目指して一
83,公共交通運賃割引施策と高齢者の歩数ならびに外出先との関連性分析
84,居住地区のアクセシビリティと個人の運動頻度・健康•生活満足度の関係性に関する基礎分析
85,出張者の自由時間における活動・消費行動の特性一北関東3都市への出張をケーススタディとして一
86,保育所を利用する共働き世帯のスケジュール制約と実行動をー東京都市圏と宇都宮都市圏での調査から一
87,活動格差の実態と今後の活動喚起に向けた一考察一外出活動・自宅内の活動に着目して一
88,通学路における小学生のアクティビティの発生傾向とその要因の検討
89,全国京都会議の加盟自治体による「小京都」を用いた地域ブランディングの変遷に関する研究
90,東京医学校本郷移転再考一東京大学本郷キャンパス成立に関する研究萌芽期一
91,＊吉田初三郎鳥臓図に描かれた北海道開発と自治体の取り組みに関する考察を一石狩川水系と岩見沢市を例にして一
92,外地都市計画法令の比較研究
93,「タウン・プランニング」再考：イギリスの都市計画家は建築的アプローチを捨てたか？
94,地方都市における大型小売店の撤退とその跡地利用に関する研究
95,＊西豪州パース都市圏での官民連携による衛星都市開発に関する一考察を一民間提案型St.AndrewsProjectにおける官民連携の組成プロセスー
96,大都市インナーシティのジェントリフィケーションヘの都市計画的対応の可能性と課題に関する研究をードイツのハンブルク市における建設法典第172条の運用実態に注目して一
97,歴史都市アレッポにおける1973年の旧市街空間整備計画
98,戦後復興期における都市計画研究者の組織化と研究課題の動向を一都市計画研究連絡会の活動に着目して一
99,地方都市における公共施設統廃合の実態と計画的施設再配置への適合に関する研究
100,＊空家等対策の推進に関する特別措置法に基づく空家対策の取り組み一千葉県松戸市を事例として一
101,エイジフレンドリーシティ行動計画の特徴と意義を一秋田県秋田市のエイジフレンドリーシティ行動計画策定プロセスのケーススタディー
102,地方都市の容積低充足市街地再開発事業の成立要因に関する研究
103,＊組織の活動記録を用いた地域運営組織の活動評価に関する研究
104,まちづくり組織間の連携にもとづく地域運営組織の実態とその課題に関する研究を一神戸市を事例として一
105,居住エリアのウォーカビリティに立脚した地域評価に関する指標の開発と検証を一北大阪都市計画区域の茨木市におけるスマートシュリンキングに向けて一
106,地方都市中心部における小規模住宅団地による居住空間の再構築に関する研究を一金沢市「まちなか住宅団地整備費補助金」を対象として一
107,地方都市での勤労単身世帯の居住実態とまちなか居住の可能性に関する研究
108,‘‘住宅地のつくられ方”からみた撤退パターンのモデル化を一岡山市の311地区の統計分析に基づいて一
109,大都市圏郊外都市における地域コミュニティ関与による空き地マネジメントの可能性に関する研究を一横須賀市縮減市街地におけるケーススタディを通して一
110,東日本大震災の被災地域における開発許可動向に関する研究
111,地震後の避難者の帰宅要因分析ー2016年熊本地震を対象にして一
112,大規模災害時における再開発地区の防災性能と災害時連携に関する研究をー多用途が複合する江東区豊洲2・3丁目再開発地区を対象として一
113,東日本大震災の津波被害における復興市街地整備事業が商店街再建に及ぼした影響に関する一考察を一気仙沼市鹿折地区かもめ通り商店街の事例から一
114,新宿ゴールデン街における新旧店舗の混在とその更新の実態に関する研究をー店舗更新時の旧店主からのアドバイスに着目して一
115,熊本地震のつぶやきに見る感情極性値の時空間解析
116,津波被災地において復興土地区画整理事業が住民の居住地選択に与えた影響を一岩手県釜石市A地区を事例として一
117,＊熊本地震の復興初期における益城町仮設住宅入居者の居住地選択意向
118,中越沖地震後の柏崎市中心市街地の復興状況と土地・建物権利との関係
119,行政間の土地利用規制格差に着目した開発許可条例による格差解消手法に関する一考察を一和歌山市及び甲府市の市街化調整区域とその隣接市を対象として一
120,人口減少下での今後の都市計画区域のあり方に関する研究
121,立地適正化計画に基づく居住誘導施策検討のための都市内人口分布推計手法の開発を一愛知県豊橋市を対象として一
122,コンパクトシティ政策に対する記述と評価の乖離実態一都市計画マスタープランに着目して一
123,自治体担当者の認識に着目した公共施設の維持管理に関する研究ー一都三県を対象として一
124,公共用地の減少に着目した大街区化の実態に関する研究一市街地再開発事業を主対象として一
125,高齢社会における地形条件を考慮した公共施設整備のあり方に関する研究
126,原子力発電所立地地域における廃炉後の地域再生支援の課題ーイギリスとの比較から一
127,津波常習地域における復興と平時の空間変容の関係についての研究を一昭和三陸津波後に集団移転した集落の東日本大震災までの変容とその後の復興に着目して一
128,＊景観の公益に対する再生可能エネルギーの公益との調整にみる計画課題を一四万十川の文化的景観保全における大規模太陽光発電施設計画への対応を事例として一
129,都市近郊における村落単位でみた農業基盤と祭事運営基盤の変容の関係を一埼玉県三郷市を事例として一
130,気候変動適応に向けたインフラ計画の展開プロセスと実行支援に関する研究をーデンマーク王国コペンハーゲン市のクラウドバーストプランを事例として一
131,条里制集落居住域における中世から継承された「文化的景観」の特徴
132,パチンコ店の立地規制に関する条例の策定状況と規制内容一京阪神都市圏の自治体を中心として一
133,住民団体と地域遺産制度への取り組みの関係一岩手県遠野市遠野遺産認定制度を事例として一
134,無電柱化が地価に及ぼす影響の要因分析一韓国の江原道春川市孝子洞大成路一帯を対象として一
135,ベトナム・ハノイ旧市街の町並み保全の仕組み•取組の変遷に関する研究を一動的な無形要素のとらえ方の発展に着目して一
136,店舗へのコンバージョンが歴史的市街地の保全と活性化に与える影響を一中国・武漢市タンファリン歴史的街区を事例に一
137,管理作業量と景観選好性を指標とした二次林管理計画に関する研究を一名古屋市名東区藤巻町を対象として一
138,ボランティア・ツーリスト団体がイベント開催地域との協働で果たす役割の時系列変化に関する研究を一「小樽雪あかりの路」における韓国人ボランティア団の事例をもとに一
139,緑の基本計画の計画項目の構造についての計画論的考察
140,民有地緑化誘導における協議調整プロセスの実態と課題を一東京都「公開空地等のみどりづくり指針」に基づく協議を事例に一
141,高速道路休憩施設への立寄行動パターンのマーケット・セグメンテーションモデルの構築を一潜在クラス分析の中国道データヘの適用を通じて一
142,都市環境はいかにシビックプライドを高めるか一今治市を事例とした実証分析一
143,歩行者の位置と視線を反映した並木の緑視率一球体モデルに基づく立体角の計算方法一
144,需要密度・移動距離に着目した多様な公共交通システムの優位性に関する理論的考察
145,小地域単位での住環境得点による人口増加の再現性検証と改良の試みを一東京圏1都3県の都市地域における国勢調査小地域集計を用いて一
146,居住環境と利便性を考慮した住宅地への用途混在に対する居住者の評価
147,高齢者の社会参加による社会的効果ー財政・介護労働力の観点に着目して一
148,建物周り建ぺい率による密集領域の抽出～基盤地図情報を活用して
149,交通状況による遅延を考慮し円滑な乗換を保証するバス時刻表の設計を一静岡県富士市の公共交通設計への最適化技術の活用一
150,円盤領域におけるn方向距離分布
151,扇形内・扇形間における直線移動の距離とその応用
152,東京オリンピック・メインスタジアムヘの観戦客に対する新宿御苑を活用した動線計画を一時間拡大ネットワークを用いた徒歩流動モデルによる評価一
153,ローレンツ曲線に着目した公平な施設配置のための最適化モデルを一ジニ係数とは異なる指標を用いて一
154,空間的土地利用混合度指標を用いた住宅地地価分析による土地利用パターンの評価
155,カンボジア・アンコール遺跡群の来訪者行動・評価特性に関する研究
