,name
36,廃棄物処理施設の立地と都市計画への位置づけに関する基礎的研究を‐エコタウン事業をケーススタディとして‐
37,ネットワークインフラの運用・維持コストに関する統計分析を‐東北地方市町村の上水道を対象として‐
38,山アテ道路景観の地域比較分析―筑波山を対象としCroftonの定理を用いて―
39,２階建てオープンバスから見た都市景観の分析
40,デジタルスチルカメラで撮影した建物をコンパス機能とGPSを用いて特定する確率
41,アクセシビリティ、独立性、最短路の分布による建物出現位置の予測を‐典型的な街区における建物配置のロジスティック回帰分析‐
42,エージェント・ベース・モデルを用いた農業集落の形成過程に関する研究
43,店舗密度に着目した商店街の空間的範囲の特定手法の開発を‐カーネル密度推定法によるアプローチ‐
44,立ち寄り利用を考慮した公共図書館の利用モデルと最適配置の特性
45,既存施設を活用した都市施設の再配置モデルを‐メディアン型およびカバリング型条件付き施設配置モデルの一般化と統廃合への応用‐
46,多項ロジットモデルを用いた商業集積地に対する選択行動モデルの構築と商圏の分析を‐世田谷区の一部地域を対象として‐
47,住居地域における眺望景観の価値評価に関する研究を‐宮島対岸地域における事例分析‐
48,2000-2006年の東京都区部における人口回復にみる居住形態の変容
49,メッシュ単位の将来人口推計手法を用いた都市構造の可視化に関する研究
50,まちづくり分野におけるモバイル空間統計の活用可能性に係る研究
51,商業用途を中心とした事業後の再開発ビルの競争力の維持強化の実態とその可能性に関する研究を‐管理運営及び床所有形態、床利用形態に着目した事例分析‐
52,日本の都市再開発におけるアイデンティティと持続可能性について
53,中国都市における城中村再開発の実態に関する一考察を‐中国西安市を事例として‐
54,中国桂林市5区における小学校の再編経緯と住民意識の分析
55,商店街振興組合による祭礼運営を通した地域コミュニティ形成に関する研究を‐高松市丸亀町商店街を事例として‐
56,地方都市の商店街活性化におけるまちづくりの担い手の継承とその要因に関する研究を‐水木しげるロードをケーススタディとして‐
57,住工共存地域における工場連携を基盤とした地域ネットワークの重層性に関する研究を‐大田区大森南における住工共存地区に着目して‐
58,都市更新期における下町への転入者の生活順応プロセスを‐東京都台東区根岸4丁目における転入者を対象として‐
59,地方都市における固定資産税収の空間的把握と都市間比較に関する研究を‐長岡市・松本市・高知市・上田市を対象としたケーススタディ‐
60,SpaceSyntaxを用いた街路パターン分析による路地を活かした密集市街地整備手法に関する研究を‐大阪市密集住宅市街地「優先地区」を対象として‐
61,中心市街地における歩行者の通り抜け空間に関する特性分析
62,既成市街地住宅地の個別更新における空間改変と住環境諸要素の関係性の研究を‐東京都目黒区事例における敷地変容と住宅タイプ選択モデルを用いた分析‐
63,建築協定地区における協定違反の発生実態と発生抑制の課題を‐茨城県の2地区を事例に‐
64,都市計画区域を新規に指定もしくは拡大した自治体の経緯に関する研究
65,人口減少都市における土地利用規制緩和に関する比較研究を‐開発許可制度の適用方法に着目して‐
66,非線引き都市計画区域の用途地域外で適用された白地地区計画に関する研究
67,条例による地域特性に即した開発事業の計画誘導と審査基準をめぐる課題を‐鎌倉市及び大磯町まちづくり条例の場合‐
68,東京大都市圏における持家取得者の住居移動に関する研究
69,都市計画区域に着目した不動産競売市場動向に関する基礎的研究
70,郊外戸建住宅地の更新状況と居住意向からみた住宅ストックの次世代での利用に関する研究を‐羽曳野市羽曳が丘地区を事例として‐
71,米国オハイオ州の人口減少都市の住宅地におけるガバナンスの変容について
72,都市再生特別地区における公共貢献と規制緩和の実態と課題を‐東京都における都市再生特別地区を対象として‐
73,都道府県の都市計画道路見直し結果の実態と検証プロセスのあり方に関する研究
74,都道府県が行う広域調整の運用実態に関する研究
75,建築基準法第51条に基づくただし書き許可の運用実態に関する研究
76,雑誌『旅』にみる温泉地に対するイメージの変遷に関する研究
77,彦根市「四番町スクエア」における低密オープンスペース創出型・住商共存型再整備に関する研究
78,1910年代以降の観光事業が中国杭州西湖風景名勝区の文化的景観に与えた影響に関する研究
79,中国瀋陽市南運河帯状公園の歴史変遷と空間構成に関する研究
80,樹林地の保全を目的とした逆線引きに関する研究を‐神奈川県・相模原市・愛川町を事例として‐
81,落合崖線上における緑地の現況とその質に関する研究を‐東京都新宿区立おとめ山公園を対象として‐
82,東京都目黒川流域における緑地構造の歴史的変遷に関する研究を‐景域概念を規範に用いた分析‐
83,*米国都市における雨水流出管理政策としてのグリーンインフラ計画に関する研究を‐ペンシルバニア州フィラデルフィア市の雨水規制長期計画を題材に‐
84,*米国ポートランド市におけるグリーンストリート施策の研究
85,街路パターンの位相幾何学的および形態的指標による地区特性分析に関する基礎的研究
86,都市郊外部における人口減少地区からの撤退の最適タイミング
87,*「まちづくり定義」の論理構造
88,1950年代の大阪府茨木市における「田園都市論」と「近隣住区論」に基づく都市計画の取組に関する研究を‐中沢一夫の活動と業績‐
89,船場センタービル建設に至る経緯とその計画思想に関する研究
90,ダマスカス、カスル・ル＝ハッジャージュ通りの原状復旧型ファサード改善に関する研究
91,メキシコ・シティにおける地域の歴史を踏まえた公共空間の改善プログラムの検討を‐ペドレガル・デ・サント・ドミンゴ地区住民の認識史から‐
92,英国プリマス市におけるコミュニティ戦略の実現における地域協定の役割の意義と課題
93,近代の杭州における湖浜地区計画に関する研究
94,日本統治下朝鮮の市区改正の特徴に関する研究
95,日本統治期における台湾公設市場の空間構成と街区形成過程に関する復原的研究を‐台中市、彰化県員林鎮、台南市を主な対象として‐
96,戦前における内務省地方計画構想の一終着点を‐地方計画法案・関東地方計画要綱案の策定過程に着目して‐
97,*城下町郡上八幡の町割と構成に関する調査報告を‐絵画史料と文献史料による分析‐
98,都市のコンパクト化が財政及び環境に与える影響に関する研究
99,日・仏・独の地方都市における鉄軌道駅周辺の高齢者の人口分布に関する研究
100,LRT導入が及ぼす“交通行動の変化”と“まちの変化”に対する市民の意識構造の分析
101,都心部における移動制約者用駐車スペースの利用実態
102,サイバースペースへの空間代替が自動車CO2排出量と都市内滞留時間に及ぼす影響を‐買い物行動に着目して‐
103,居住地特性から見る運転免許返納者の特性把握
104,地方都市での低料金バス運行社会実験における行動-意図一致率に関する分析
105,ソーシャルキャピタルに着目したモビリティ・マネジメントのコミュニティバス利用促進に関する研究を‐大阪府箕面市「オレンジゆずるバス」を事例として‐
106,移動の限界距離を考慮した生活環境施設の評価モデルの構築とその適用に関する研究
107,名古屋市における自転車走行空間の利用意向調査と整備効果の分析
108,観光地における街路計画に関する居住者意識の研究を‐出雲大社・神門通りを対象として‐
109,市町村別乗用車CO2排出量の中長期的動向を踏まえた排出量削減率の検討
110,*阪神地域における広域バスマップの継続にみる戦略と工夫
111,都市規模・密度に着目したデマンド型交通成立条件に関する理論的考察
112,ドクターヘリシステムのための平均救命率最大化型最適配置モデル
113,建物後退距離と建物および道路密度
114,地域施設周辺での相対的人口増加の統計的有意性を吟味する制約付きランダマイゼーション・テスト
115,地域メッシュデータに基づく住宅地の遷移過程を考慮した将来人口予測手法の提案
116,自然増減と社会増減を明示的に考慮した地域内人口分布の変化を‐1980年から2005年までの全国国勢調査・基準地域メッシュデータを用いて‐
117,*地方都市における開発・建築行為等による人口動態の地域的特徴を‐東北地方・秋田県を事例に‐
118,土地需給バランスを考慮した施設立地モデルによる東京都市圏の物流施設配置分析
119,消費者行動に着目したハフモデルの新しい導出方法
120,地域の土地利用特性を考慮した低炭素型都市計画の有効性に関する研究を‐横浜市を対象として‐
121,デンマークにおける地方中小都市のまちづくりに関する考察を‐フィンガープラン2007の描く都市像に着目して‐
122,人口分布特性によるメガシティの類型化に関する研究を‐35都市の類型化を通して‐
123,バンコク大都市圏における商業業務機能集積地の相対的関係からみる都市圏の変容に関する研究
124,*1990年代の規制緩和の下でのジャカルタ都市圏の西部郊外開発に関する研究を‐タンゲラン市を事例として‐
125,中山間地域における人的支援の実態とその役割に関する研究を‐長岡市山古志サテライトにおける地域復興支援員の取り組みから‐
126,現地復興における集落内仮設災害対応拠点の利用実態に関する研究を‐ジャワ島中部地震被災地Canden村のPOSKOを事例に‐
127,*未経験の復興状況に対応するための事前準備：復興状況イメージトレーニング手法の構築を‐埼玉県における取り組み‐
128,*海岸空間とその背後空間を一体的に捉えた新たな海岸まちづくりに向けてを‐米国ハワイ州の“海岸線セットバックルール”に着目して‐
129,地震保険制度における割引制度の妥当性とリスクコントロールへの活用
130,土地利用の空間分布推定の曖昧性を考慮した水害リスクカーブ生成システムの構築を‐熊本市壺川地区の再現期間別浸水被害額算定による実用性の検証‐
131,地方都市における勤労単身世帯の居住実態とそのまちなか居住推進に関する研究を‐長岡市におけるケーススタディ‐
132,浜松市の市街化調整区域における工場系立地誘導地区制度に関する研究
133,子どもの外出行動の活発化に向けた保護者の防犯安心感に寄与する街路の空間構成要素
134,積雪寒冷地における防犯環境の特性に関する考察を‐旭川市近文地区でのくらがり調査とみまもり量調査の防犯活動への活用について‐
135,*低炭素都市の実現に向けた地球温暖化対策の展開方向に関する考察を‐「環境モデル都市」等低炭素都市推進協議会の都市における民生部門を中心として‐
136,フランスの低炭素都市の実現に向けた都市計画制度の動向に関する研究を‐環境グルネルにみる統合性と国の役割‐
137,政策形成・執行過程からみた中国の環境配慮型都市政策
138,コミュニティ自治組織への行政による人的支援の実態と課題に関する研究
139,中心市街地活性化協議会におけるタウンマネジメントの実態と課題を‐中心市街地整備推進機構として認定されたＮＰＯ法人に着目して‐
140,*拠点型官学連携施設の成果と課題に関する研究を‐さかいLRT研究交流センターの活動記録に基づいて‐
141,市民社会組織の育成支援を目的としたまちづくり活動助成制度の成果と課題を‐練馬区まちづくり活動助成事業を事例として‐
142,まちづくり交付金活用自治体による評価指標設定と自己評価の傾向分析
143,美術館運営に対する指定管理者制度導入の効果と課題に関する研究
144,*都市コミュニティ開発活動のフォーマル化における地区別の参加傾向と住民評価に関する一考察を‐バンコクのコミュニティ組織協議会の事例より‐
145,ロンドンにおけるラフスリーパー政策と支援システムの実態に関する研究
146,外国人居住地域における大家の役割に関する考察を‐新宿区大久保地区の木造集合住宅を対象として‐
147,名古屋市地域委員会に見る対話や熟議に基づくまちづくりの展開に向けた意義と課題を‐モデル事業の実施プロセスの実態を踏まえて‐
148,テキストマイニングを用いたワークショップの討議内容の特徴把握と可視化に関する研究
149,中心市街地活性化協議会における協働プロセスに関する研究を‐中国地域の4都市を事例として‐
150,高度地区における緩和特例の運用と市街地環境への影響分析を‐川崎市の中高層マンションを対象とした周辺外部効果の計測‐
151,建物高さ制限に対する市民個人の意向に影響を与える市民属性に関する研究を‐「多摩市の都市づくりに関する市民意向調査」をもとに‐
