,name
57,市街化調整区域における開発許可立地基準に関する研究を―都県の都市計画法条号のおよび同条号のの運用を中心に―
58,非線引き白地地域に対応した法規制地域の指定に関する研究を―都市計画法と農業振興地域整備法で指定する両法規制地域に着目して―
59,開発許可基準を緩和する区域として指定される知事指定地の運用実態に関する研究を―指定既存集落に着目して―
60,地方都市の市街化区域指定のあり方に関する研究
61,インターネットを活用した委員会方式の計画デザイン策定支援システムの開発と適用
62,メトロ・マニラにおけるグーテッド・コミュニティの生活環境の認識程度に関する研究
63,国土計画における大規模地域開発事業の計画内容と位置づけの変遷を―むつ小川原開発と苫小牧東部大規模工業開発を事例として―
64,社会的ジレンマにおけるまちづくり方策の主観評価を規定する要因を―まちづくり合意形成活動における諸方策に対する主観評価―
65,計画策定過程における現実空間と情報空間に設置された市民参加チャンネルの連携のあり方を―大和市情報都市マネジメントプラン策定過程を事例として―
66,遺跡保存と道路・雨水幹線建設の対立緩和へのCVM利用に関する一考察
67,ＰＩ事業を対象とした住民意識変化に関する調査研究を―大沢野・富山南道路ＰＩ事業を対象として―
68,公団が管理する高齢者向け優良賃貸住宅の居住者属性と入居までの経緯に関する研究
69,大規模地下室マンションの発生要因と対応方策に関する考察を―横浜市を事例として―
70,東京区内におけるキリスト教会の立地と地域活動に関する研究
71,ドイツの計画確定手続きにみる利害関係者との調整の仕組みに関する考察
72,都市再生のための計画と事業の関連性に関する研究を―イングランドの広域都市圏の都市再生と計画主体に着目して―
73,.ドイツのエコロジー都市施策における協働型プロジェクトに関する研究を―ノルトライン・ヴェストファーレン州未来のエコロジカル都市モデルプロジェクト対象都市を事例に―
74,九州地方における市町村都市計画審議会の公開性に関する研究
75,九州地方における市町村都市計画審議会の開催状況と委員との事前面談に関する考察
76,地区詳細計画に基づく開発コントロールの実効性の評価を―神戸市共生ゾーン条例の里づくり計画を事例として―
77,.ヘルシンキにおける都市と大学の空間的親和関係の形成過程に関する研究
78,.大阪国際空港周辺地域の移転補償跡地の利用実態とその課題
79,外出抑圧の緩和に配慮した都市部路線バスの標準的運行計画策定に関する研究
80,駅空間における経路距離に着目した障害者の移転容易性の改善策提示法に関する研究
81,面積算定に着目した駅前ペデストリアンデッキのあり方に関する研究
82,まちづくりと連動した歩道のバリアフリー整備に関する研究を―札幌市都心部を対象として―
83,利用者のエネルギー消費量を考慮した鉄道内経路選択モデルの構築
84,非集計交通手段選択モデルにおける修正された選択肢固有定数項の時間移転性
85,.フランスの都市圏交通に関する計画コントロールシステムを―交通基本法としてのＬＯＴＩの役割―
86,共有地の悲劇としての住宅団地の駐車問題に関する実証的研究を―大阪南港ポートタウンをケーススタディとして―
87,.二酸化炭素排出量削減のためのモーダルシフト実証実験とその評価に関する研究
88,環境質価値意識の相互関係を考慮したコミュニティ・ゾーン整備への支払意識構造分析
89,.環境負荷を小さくするための都市構造及び交通施策に関する研究を―仙台都市圏を対象として―
90,.定期券データを用いた中量軌道システムの駅勢圏解析を―北九州都市モノレールを対象として―
91,開発者負担金による鉄道整備の事後評価に関する研究を―東京臨海部開発のための「りんかい線」を事例として―
92,地方都市における図書館の立地と利用実態に関する研究
93,ネットワーク型施設配置モデルによる廃棄物リサイクル施設計画の分析
94,地方環境税導入のための環境便益移転可能性の実証分析
95,.ニュータウンにおける持続可能なまちづくりの指標づくりの意義と方向性に関する研究を―千里ニュータウンを事例として―
96,南海地震被害想定地域における住民の予防対策の阻害要因に関する研究を―高知市種崎地区・浦戸地区を対象として―
97,災害時の避難誘導に関する行政管轄下の標識の視認性を―京都市東山区を対象とした実態調査―
98,マスタープランにおける防災計画の位置づけに関する研究を―米国カリフォルニア州のジェネラルプランと市町村マスタープランの分析―
99,ニュージーランドの防災型土地利用規制に関する考察を―地方分権と資源管理型環境政策への転換との関わりを踏まえて―
100,.東京都区内における路上生活者支援施策の現状と課題
101,高齢社会における公団賃貸住宅団地再生計画の基礎的研究を―高齢者の生活環境からみた全面建替え型再生事業の評価―
102,世帯内相互作用を考慮した生活環境の評価及び世帯居住意識分析に関する基礎的研究
103,郊外住宅団地の居住実態と市街地の持続に関する研究を―神戸市高倉台団地における調査より―
104,首都圏郊外の宅地開発における空き地・空き家の解消方策に関する研究を―伊勢原市・秦野市の宅地開発を対象として―
105,既成市街地における都市計画道路の新規整備に伴う沿道土地利用の変容分析を―金沢市の特定事例の場合―
106,地方中小都市に隣接する白地地域における住宅供給状況と居住者の生活環境評価
107,ニュータウンの住環境ルールの変容に関する研究を―千里ニュータウンを事例として―
108,住環境に対する社会的要求と政策的対応を―新聞記事及び住宅建設五箇年計画に対する内容分析を通して―
109,土地利用変化からみた中心市街地の将来予測と回遊行動の現状把握を―前橋市中心市街地を事例として―
110,迷路性のある商業地の魅力に関する研究
111,交通インフラ整備が地域来訪者数増減に与える影響分析を―旅行者の移動にハフモデルを仮定して―
112,法線走査法による建築隣接空間の定量化を―空地の直和分解モデルとその実装―
113,公共プロジェクトをめぐる認識の不一致と合意形成
114,長野市飯綱高原における定住者居住の動向と土地利用調整の今後に関する研究
115,目神山住宅地番坂における景観に配慮した敷地の計画・整備手法に関する研究
116,中国の大都市における都市化と居住環境の変容を―江蘇省杭州市を中心とする三都市の不良住宅地区についての比較研究を通して―
117,街路型市場の形成とその空間領域に関する研究を―韓国・蔚山市を事例として―
118,小樽市運河周辺地区における歴史的建造物の転用の波及に関する研究
119,東京都中心区における歴史的建造物の未利用容積の活用に関する基礎的研究を―特例容積率適用区域制度の選定の試み及び未利用容積譲受地の建物形状の心理分析―
120,国立市都市景観形成条例にもとづく開発協議の実態と課題
121,地区計画の区域内における建築制限の特例規定に関する研究を―東京都特別区における事例の検討―
122,中心市街地における土地・建物権利関係と建物利用の流動性に関する研究を―長岡市をケーススタディとして―
123,大都市都心部におけるエリアマネジメント活動の展開に関する研究
124,まちづくり視察の実態とまちづくり手法の波及に関する研究を―滋賀県長浜市における事例―
125,秋葉原地域における産業集積の特徴と集積持続のメカニズムに関する研究
126,市街地性状の異なる地域における火災拡大モデル
127,ランダム効用理論に基づく職住分布の同時形成モデル
128,通勤交通行動を考慮した職住分布の変化とトリップ長に関する研究
129,確率論的都市モデルからの空間相関関数の導出
130,ベイズ地理的加重回帰モデルの地価モデル推定への適用
131,道路閉塞情報の迂回距離削減効果
132,住民意識調査による水辺空間の評価手法の提案を―佐賀市兵庫土地区画整理事業の事例を通して―
133,人的資本と都市群成長を―都市群間距離を考慮して―
134,商業駐車場立地を考慮した中心市街地活性化施策の効果分析
135,単一施設配置問題から見た人口予測精度と最適立地点の関係に関する研究を―さいたま市をケーススタディとした分析―
136,都市エントロピー係数を用いた都市形態解析手法を―パリの歴史的変遷の考察を事例として―
137,迷惑施設の立地適性に関する数理的考察
138,放射環状型高速交通網の最適パターンと交通手段別分担率との関係に関する研究
139,東京都区部の空間を特徴づける業種構成特化エリアの分布とその変化を―情報理論的アプローチ―
140,街区パタンと市街地形状における格子の効果を―建物の隣接関係の都市空間への影響の研究―
141,ル・コルビュジエの「現代都市」の制作におけるジョージ・ビー・フォードの影響に関する考察
142,「フェリーペ世の勅令」とウィトルーウィウスの『建築十書』における都市計画理念の相違
143,スペインにおける年土地法の制定過程とその内容に関する基礎的研究
144,サンタバーバラにおけるアーキテクチャル・コントロールの成立
145,アメリカ近代都市計画成立期における「芸術委員会運動」に関する研究
146,主要雑誌の言説からみた旧都市計画法期土地区画整理事業の推進課題とその対応策
147,江戸期以降－戦前までの有名遊里・遊廓の都市内における空間的変遷に関する研究
148,地方都市活性化のための都市構造のあり方に関する研究
149,東京緑地計画景園地の計画意図に関する研究を―計画作成過程と立地に着目して―
150,石川栄耀の広場設計思想を―新宿コマ劇場広場をめぐって―
151,ハンセン病療養所の立地に関する研究
152,朝鮮市街地計画令の立案過程に関する研究
153,震災復興期における東京下町の変容に関する定量的分析を―建築ストックと居住者属性に着目して―
154,交流生活圏のからだに関する手続き的な再構築を―自動性と不一不二構制に基づくからだの概念の創発―
